id,level,need,cumStone,unlockGem,cumGem
ancientDragonScale,187,889,78520,0,60360
ancientDragonScale,188,894,79409,0,60360
ancientDragonScale,189,900,80303,0,60360
ancientDragonScale,190,905,81203,2000,62360
ancientDragonScale,191,910,82108,0,62360
ancientDragonScale,192,915,83018,0,62360
ancientDragonScale,193,921,83933,0,62360
ancientDragonScale,194,926,84854,0,62360
ancientDragonScale,195,931,85780,2000,64360
ancientDragonScale,196,936,86711,0,64360
ancientDragonScale,197,942,87647,0,64360
ancientDragonScale,198,947,88589,0,64360
ancientDragonScale,199,952,89536,0,64360
ancientDragonScale,200,958,90488,2000,66360
ancientDragonScale,201,963,91446,0,66360
ancientDragonScale,202,968,92409,0,66360
ancientDragonScale,203,973,93377,0,66360
ancientDragonScale,204,979,94350,0,66360
ancientDragonScale,205,984,95329,2000,68360
ancientDragonScale,206,989,96313,0,68360
ancientDragonScale,207,995,97302,0,68360
ancientDragonScale,208,1000,98297,0,68360
ancientDragonScale,209,1005,99297,0,68360
ancientDragonScale,210,1011,100302,2000,70360
ancientDragonScale,211,1016,101313,0,70360
ancientDragonScale,212,1021,102329,0,70360
ancientDragonScale,213,1026,103350,0,70360
ancientDragonScale,214,1032,104376,0,70360
ancientDragonScale,215,1037,105408,2000,72360
ancientDragonScale,216,1042,106445,0,72360
ancientDragonScale,217,1048,107487,0,72360
ancientDragonScale,218,1053,108535,0,72360
ancientDragonScale,219,1058,109588,0,72360
ancientDragonScale,220,1064,110646,2000,74360
ancientDragonScale,221,1069,111710,0,74360
ancientDragonScale,222,1074,112779,0,74360
ancientDragonScale,223,1080,113853,0,74360
ancientDragonScale,224,1085,114933,0,74360
ancientDragonScale,225,1090,116018,2000,76360
ancientDragonScale,226,1096,117108,0,76360
ancientDragonScale,227,1101,118204,0,76360
ancientDragonScale,228,1107,119305,0,76360
ancientDragonScale,229,1112,120412,0,76360
ancientDragonScale,230,1117,121524,2000,78360
ancientDragonScale,231,1123,122641,0,78360
ancientDragonScale,232,1128,123764,0,78360
ancientDragonScale,233,1133,124892,0,78360
ancientDragonScale,234,1139,126025,0,78360
ancientDragonScale,235,1144,127164,2000,80360
ancientDragonScale,236,1149,128308,0,80360
ancientDragonScale,237,1155,129457,0,80360
ancientDragonScale,238,1160,130612,0,80360
ancientDragonScale,239,1166,131772,0,80360
ancientDragonScale,240,1171,132938,2000,82360
ancientDragonScale,241,1176,134109,0,82360
ancientDragonScale,242,1182,135285,0,82360
ancientDragonScale,243,1187,136467,0,82360
ancientDragonScale,244,1192,137654,0,82360
ancientDragonScale,245,1198,138846,2000,84360
ancientDragonScale,246,1203,140044,0,84360
ancientDragonScale,247,1209,141247,0,84360
ancientDragonScale,248,1214,142456,0,84360
ancientDragonScale,249,1219,143670,0,84360
ancientDragonScale,250,1225,144889,2000,86360
ancientDragonScale,251,1230,146114,0,86360
ancientDragonScale,252,1236,147344,0,86360
ancientDragonScale,253,1241,148580,0,86360
ancientDragonScale,254,1246,149821,0,86360
ancientDragonScale,255,1252,151067,2000,88360
ancientDragonScale,256,1257,152319,0,88360
ancientDragonScale,257,1263,153576,0,88360
ancientDragonScale,258,1268,154839,0,88360
ancientDragonScale,259,1273,156107,0,88360
ancientDragonScale,260,1279,157380,2000,90360
ancientDragonScale,261,1284,158659,0,90360
ancientDragonScale,262,1290,159943,0,90360
ancientDragonScale,263,1295,161233,0,90360
ancientDragonScale,264,1301,162528,0,90360
ancientDragonScale,265,1306,163829,2000,92360
ancientDragonScale,266,1311,165135,0,92360
ancientDragonScale,267,1317,166446,0,92360
ancientDragonScale,268,1322,167763,0,92360
ancientDragonScale,269,1328,169085,0,92360
ancientDragonScale,270,1333,170413,2000,94360
ancientDragonScale,271,1339,171746,0,94360
ancientDragonScale,272,1344,173085,0,94360
ancientDragonScale,273,1350,174429,0,94360
ancientDragonScale,274,1355,175779,0,94360
ancientDragonScale,275,1360,177134,2000,96360
ancientDragonScale,276,1366,178494,0,96360
ancientDragonScale,277,1371,179860,0,96360
ancientDragonScale,278,1377,181231,0,96360
ancientDragonScale,279,1382,182608,0,96360
ancientDragonScale,280,1388,183990,2000,98360
ancientDragonScale,281,1393,185378,0,98360
ancientDragonScale,282,1399,186771,0,98360
ancientDragonScale,283,1404,188170,0,98360
ancientDragonScale,284,1410,189574,0,98360
ancientDragonScale,285,1415,190984,2000,100360
ancientDragonScale,286,1421,192399,0,100360
ancientDragonScale,287,1426,193820,0,100360
ancientDragonScale,288,1431,195246,0,100360
ancientDragonScale,289,1437,196677,0,100360
ancientDragonScale,290,1442,198114,2000,102360
ancientDragonScale,291,1448,199556,0,102360
ancientDragonScale,292,1453,201004,0,102360
ancientDragonScale,293,1459,202457,0,102360
ancientDragonScale,294,1464,203916,0,102360
ancientDragonScale,295,1470,205380,2000,104360
ancientDragonScale,296,1475,206850,0,104360
ancientDragonScale,297,1481,208325,0,104360
ancientDragonScale,298,1486,209806,0,104360
ancientDragonScale,299,1492,211292,0,104360
ancientDragonScale,300,0,212784,0,104360
darkOrb,0,3,0,200,200
darkOrb,1,8,3,0,200
darkOrb,2,13,11,0,200
darkOrb,3,18,24,0,200
darkOrb,4,24,42,0,200
darkOrb,5,30,66,330,530
darkOrb,6,36,96,0,530
darkOrb,7,43,132,0,530
darkOrb,8,49,175,0,530
darkOrb,9,56,224,0,530
darkOrb,10,62,280,460,990
darkOrb,11,69,342,0,990
darkOrb,12,76,411,0,990
darkOrb,13,83,487,0,990
darkOrb,14,90,570,0,990
darkOrb,15,97,660,590,1580
darkOrb,16,104,757,0,1580
darkOrb,17,111,861,0,1580
darkOrb,18,118,972,0,1580
darkOrb,19,126,1090,0,1580
darkOrb,20,133,1216,720,2300
darkOrb,21,140,1349,0,2300
darkOrb,22,148,1489,0,2300
darkOrb,23,155,1637,0,2300
darkOrb,24,163,1792,0,2300
darkOrb,25,171,1955,850,3150
darkOrb,26,178,2126,0,3150
darkOrb,27,186,2304,0,3150
darkOrb,28,194,2490,0,3150
darkOrb,29,201,2684,0,3150
darkOrb,30,209,2885,980,4130
darkOrb,31,217,3094,0,4130
darkOrb,32,225,3311,0,4130
darkOrb,33,233,3536,0,4130
darkOrb,34,241,3769,0,4130
darkOrb,35,249,4010,1110,5240
darkOrb,36,257,4259,0,5240
darkOrb,37,265,4516,0,5240
darkOrb,38,273,4781,0,5240
darkOrb,39,281,5054,0,5240
darkOrb,40,289,5335,1240,6480
darkOrb,41,297,5624,0,6480
darkOrb,42,305,5921,0,6480
darkOrb,43,313,6226,0,6480
darkOrb,44,322,6539,0,6480
darkOrb,45,330,6861,1370,7850
darkOrb,46,338,7191,0,7850
darkOrb,47,346,7529,0,7850
darkOrb,48,355,7875,0,7850
darkOrb,49,363,8230,0,7850
darkOrb,50,371,8593,1500,9350
darkOrb,51,380,8964,0,9350
darkOrb,52,388,9344,0,9350
darkOrb,53,396,9732,0,9350
darkOrb,54,405,10128,0,9350
darkOrb,55,413,10533,1630,10980
darkOrb,56,422,10946,0,10980
darkOrb,57,430,11368,0,10980
darkOrb,58,439,11798,0,10980
darkOrb,59,447,12237,0,10980
darkOrb,60,456,12684,1760,12740
darkOrb,61,464,13140,0,12740
darkOrb,62,473,13604,0,12740
darkOrb,63,482,14077,0,12740
darkOrb,64,490,14559,0,12740
darkOrb,65,499,15049,1890,14630
darkOrb,66,507,15548,0,14630
darkOrb,67,516,16055,0,14630
darkOrb,68,525,16571,0,14630
darkOrb,69,533,17096,0,14630
darkOrb,70,542,17629,2000,16630
darkOrb,71,551,18171,0,16630
darkOrb,72,560,18722,0,16630
darkOrb,73,568,19282,0,16630
darkOrb,74,577,19850,0,16630
darkOrb,75,586,20427,2000,18630
darkOrb,76,595,21013,0,18630
darkOrb,77,604,21608,0,18630
darkOrb,78,612,22212,0,18630
darkOrb,79,621,22824,0,18630
darkOrb,80,630,23445,2000,20630
darkOrb,81,639,24075,0,20630
darkOrb,82,648,24714,0,20630
darkOrb,83,657,25362,0,20630
darkOrb,84,666,26019,0,20630
darkOrb,85,674,26685,2000,22630
darkOrb,86,683,27359,0,22630
darkOrb,87,692,28042,0,22630
darkOrb,88,701,28734,0,22630
darkOrb,89,710,29435,0,22630
darkOrb,90,719,30145,2000,24630
darkOrb,91,728,30864,0,24630
darkOrb,92,737,31592,0,24630
darkOrb,93,746,32329,0,24630
darkOrb,94,755,33075,0,24630
darkOrb,95,764,33830,2000,26630
darkOrb,96,773,34594,0,26630
darkOrb,97,782,35367,0,26630
darkOrb,98,792,36149,0,26630
darkOrb,99,801,36941,0,26630
darkOrb,100,0,37742,0,26630
hourglass,0,36,0,100,100
hourglass,1,43,36,0,250
hourglass,2,52,79,0,450
hourglass,3,62,131,0,700
hourglass,4,75,193,0,1000
hourglass,5,89,268,150,1350
hourglass,6,107,357,0,1750
hourglass,7,129,464,0,2200
hourglass,8,155,593,0,2700
hourglass,9,186,748,0,3250
hourglass,10,223,934,200,3850
hourglass,11,268,1157,0,4500
hourglass,12,321,1425,0,5200
hourglass,13,386,1746,0,5950
hourglass,14,463,2132,0,6750
hourglass,15,555,2595,250,7600
hourglass,16,666,3150,0,8500
hourglass,17,800,3816,0,9450
hourglass,18,959,4616,0,10450
hourglass,19,1151,5575,0,12450
hourglass,20,0,6726,0,12450
